NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
,2,1,4,4,STEM,7500,28,200000,8,Male,White or of European descent,60,5
2,1,2,10,3,STEM,750,4,96000,8,Male,,21,3
2,4,2,11,3,NON-STEM,300,4,46000,8,Male,White or of European descent,30,1
6,8,2,10,3,STEM,60,1,75000,14,Male,Other,21,2
3,4,5,5,3,NON-STEM,5,10,70000,12,Male,White or of European descent,40,2
3,2,2,9,3,,300,10,68000,8,Male,White or of European descent,30,2
,,,1,3,STEM,60,1,77000,8,Male,White or of European descent,21,3
1,1,1,7,1,STEM,3000,30,95000,8,,,,3
,7,9,7,4,STEM,60,10,150000,12,Male,White or of European descent,30,4
3,1,3,6,3,STEM,15,1,55000,12,Male,White or of European descent,21,2
3,1,3,12,4,STEM,7500,16,125000,12,Non-Male,White or of European descent,40,4
4,5,3,,3,STEM,300,4,62500,8,Non-Male,White or of European descent,40,2
,1,3,2,4,STEM,300,4,105000,8,Male,White or of European descent,30,4
,2,2,7,3,,20000,13,62000,12,Male,Other,40,2
3,5,6,7,1,,5,13,120000,14,Male,White or of European descent,30,4
1,,3,9,4,STEM,60,4,80000,14,Male,White or of European descent,30,3
1,2,1,9,2,STEM,60,4,43000,14,Male,White or of European descent,21,1
,2,2,2,4,NON-STEM,3000,10,190000,12,Male,White or of European descent,40,5
,,,,3,STEM,60,1,70000,,,,,2
4,8,9,16,3,,3000,7,140000,14,Male,White or of European descent,21,4
,,,3,4,STEM,7500,7,62000,12,Male,White or of European descent,30,2
3,,1,6,3,STEM,60,19,109000,8,Non-Male,White or of European descent,40,4
1,,2,3,4,STEM,300,10,55000,12,Male,Hispanic or Latino/Latina,50,2
1,1,3,8,4,STEM,300,4,110000,12,Male,White or of European descent,30,4
3,4,3,10,3,STEM,60,10,120000,12,Male,Black or of African descent,30,4
,,,,3,STEM,7500,4,103000,,,,,4
2,4,1,5,2,STEM,15,10,55000,8,Male,White or of European descent,30,2
7,6,8,5,3,STEM,60,16,135000,8,Male,White or of European descent,40,4
1,2,4,9,3,STEM,15,1,52000,12,Male,White or of European descent,21,2
2,3,6,7,4,STEM,300,4,85000,8,Non-Male,White or of European descent,30,3
1,2,,7,3,STEM,3000,10,91000,12,Male,White or of European descent,30,3
4,6,4,12,3,STEM,20000,7,94100,8,Male,White or of European descent,30,3
,1,2,6,3,STEM,300,19,82000,12,Non-Male,White or of European descent,40,3
3,9,3,9,3,STEM,5,30,95000,14,Male,White or of European descent,50,3
1,1,4,9,1,STEM,7500,10,150000,12,Male,White or of European descent,30,4
3,3,3,5,4,STEM,3000,4,115000,8,Male,White or of European descent,30,4
3,10,3,9,3,NON-STEM,300,4,80000,8,Male,Hispanic or Latino/Latina,30,3
3,3,2,11,3,STEM,3000,1,62000,8,Male,White or of European descent,21,2
1,5,4,11,1,STEM,20000,22,162000,12,Male,White or of European descent,40,5
,,1,3,3,STEM,20000,1,53000,12,Male,Hispanic or Latino/Latina,21,2
1,1,2,7,3,STEM,3000,7,70000,12,Male,,40,2
3,6,4,10,3,STEM,15,4,55000,8,Male,White or of European descent,40,2
,,3,4,1,NON-STEM,7500,13,75000,14,Male,White or of European descent,30,2
,1,3,8,3,STEM,60,10,112750,8,Male,White or of European descent,30,4
1,3,4,3,4,STEM,750,10,150000,12,Male,White or of European descent,30,4
,3,,8,3,STEM,750,1,92500,12,Male,White or of European descent,30,3
3,13,7,12,3,STEM,300,19,175000,12,Male,White or of European descent,40,5
4,4,3,10,4,STEM,20000,30,100000,12,Male,Hispanic or Latino/Latina,60,3
4,3,4,7,1,NON-STEM,20000,7,97000,12,Male,White or of European descent,30,3
,1,2,3,4,STEM,750,10,80000,14,Male,White or of European descent,30,3
1,1,1,4,3,STEM,300,1,75000,8,Male,White or of European descent,30,2
,1,3,10,3,STEM,20000,28,145000,12,Male,White or of European descent,50,4
2,1,4,3,3,NON-STEM,300,1,68500,8,Male,White or of European descent,30,2
1,5,8,10,3,STEM,60,4,135000,14,Male,White or of European descent,30,4
,2,3,6,3,STEM,5,10,240000,12,Male,White or of European descent,30,6
3,12,14,13,4,STEM,300,22,90000,14,Male,,40,3
3,10,6,14,4,STEM,20000,30,200000,12,Male,White or of European descent,50,5
2,4,9,5,3,STEM,3000,10,130000,12,Male,Other,30,4
4,6,4,13,3,STEM,7500,10,84000,12,Male,White or of European descent,30,3
3,,2,3,4,STEM,7500,4,85000,12,Male,Other,30,3
2,5,5,8,3,,15,4,87360,12,Male,White or of European descent,30,3
2,5,4,13,1,STEM,60,16,97500,8,Male,White or of European descent,40,3
,2,2,7,1,STEM,60,4,43000,12,Male,White or of European descent,30,1
3,2,1,5,3,STEM,7500,1,67000,14,Male,East Asian,30,2
3,2,3,11,2,STEM,300,4,52000,12,Male,White or of European descent,30,2
,1,1,6,3,NON-STEM,3000,4,70500,12,Male,White or of European descent,30,2
1,3,4,8,1,,5,22,108000,12,Male,White or of European descent,40,4
1,1,2,7,3,STEM,5,4,65000,12,Male,White or of European descent,30,2
,3,2,5,4,STEM,20000,30,150000,12,Male,White or of European descent,50,4
6,6,8,8,3,STEM,300,10,120000,14,Male,White or of European descent,30,4
2,4,2,9,3,STEM,60,16,110000,8,Male,White or of European descent,40,4
2,1,4,5,3,STEM,3000,4,155000,8,Male,White or of European descent,30,5
1,2,2,9,4,STEM,60,1,40000,12,Male,White or of European descent,30,1
1,1,1,7,4,STEM,60,7,68000,8,Male,White or of European descent,30,2
3,7,3,5,4,STEM,300,10,138000,12,Male,White or of European descent,30,4
1,2,2,7,3,STEM,300,7,80000,8,Male,White or of European descent,30,3
4,1,5,10,3,STEM,15,4,85000,8,Male,White or of European descent,30,3
,2,1,7,1,STEM,5,10,45000,12,Male,Other,30,1
1,,,3,3,STEM,60,4,93000,12,Non-Male,White or of European descent,30,3
,3,5,4,2,STEM,300,4,61000,12,Male,,30,2
5,8,10,11,3,STEM,750,4,83000,8,Male,White or of European descent,21,3
3,2,2,9,3,STEM,20000,7,80000,14,Male,White or of European descent,21,3
,,1,2,3,STEM,3000,22,100000,8,Male,White or of European descent,40,3
,2,,4,3,STEM,60,1,54000,8,Male,White or of European descent,21,2
,2,5,6,3,STEM,300,7,121000,12,Male,White or of European descent,30,4
1,1,1,7,3,NON-STEM,750,1,58000,12,Male,,30,2
3,5,5,7,1,STEM,7500,22,75000,8,Male,White or of European descent,40,2
,1,1,2,3,NON-STEM,5,4,75000,12,Male,White or of European descent,30,2
4,3,3,12,4,NON-STEM,300,13,100000,8,Male,White or of European descent,30,3
2,2,3,10,3,STEM,15,1,80000,12,Male,White or of European descent,21,3
3,6,5,10,4,STEM,60,4,105000,12,Male,White or of European descent,30,4
,1,3,6,1,NON-STEM,7500,30,105000,12,Male,White or of European descent,60,4
2,1,3,9,1,NON-STEM,20000,4,78213,14,Male,White or of European descent,40,3
2,3,1,7,4,STEM,300,4,56000,8,Male,White or of European descent,30,2
2,,6,7,3,NON-STEM,60,1,75000,8,Male,White or of European descent,21,2
2,1,6,3,3,STEM,60,10,205000,14,Male,Other,30,6
1,3,2,2,4,STEM,300,7,100000,14,Non-Male,White or of European descent,30,3
3,4,5,12,3,STEM,5,4,100000,8,Male,Hispanic or Latino/Latina,30,3
4,1,1,8,3,NON-STEM,20000,7,119000,12,Male,White or of European descent,50,4
3,3,1,4,3,STEM,60,19,100000,12,Male,White or of European descent,40,3
2,3,2,7,2,NON-STEM,20000,19,109000,12,Male,White or of European descent,40,4
,1,,7,1,NON-STEM,60,4,100000,12,Male,White or of European descent,30,3
,3,5,10,3,STEM,20000,7,180000,12,Male,White or of European descent,30,5
,3,1,6,4,STEM,20000,19,105000,12,Male,White or of European descent,40,4
1,1,3,6,1,STEM,20000,30,190000,8,Male,White or of European descent,50,5
2,3,2,8,4,STEM,7500,10,80000,8,Non-Male,White or of European descent,30,3
3,5,3,7,1,STEM,15,4,56000,8,Male,White or of European descent,21,2
1,1,1,5,3,NON-STEM,60,10,110000,12,Male,White or of European descent,30,4
2,2,1,7,3,STEM,300,1,62500,12,Male,White or of European descent,30,2
1,2,3,7,3,STEM,60,4,103000,12,Male,White or of European descent,40,4
3,3,6,4,4,STEM,60,7,163000,12,,,,5
,,3,7,3,STEM,300,7,35000,12,Male,White or of European descent,40,1
,1,3,6,3,STEM,60,7,130000,12,Non-Male,White or of European descent,30,4
2,2,1,4,3,STEM,750,4,109500,8,Male,White or of European descent,30,4
,1,1,6,3,STEM,7500,13,76960,8,Male,White or of European descent,40,3
2,2,2,9,3,STEM,60,7,145000,14,Male,White or of European descent,30,4
1,,,3,4,STEM,20000,4,55000,12,Male,White or of European descent,30,2
,,2,3,3,STEM,15,4,145000,8,Male,White or of European descent,30,4
,2,3,7,3,STEM,60,13,110000,8,Male,White or of European descent,40,4
3,3,4,10,3,STEM,60,10,125000,14,Male,White or of European descent,30,4
1,,2,3,3,STEM,750,4,160000,12,Male,Other,30,5
2,4,4,4,4,,15,10,120000,14,,,30,4
,,4,6,4,STEM,300,1,51000,12,Non-Male,White or of European descent,30,2
4,2,2,4,3,STEM,15,10,80000,8,Male,White or of European descent,30,3
2,,,5,4,STEM,7500,1,128000,8,Non-Male,Other,,4
,2,1,6,1,NON-STEM,60,7,91500,14,Male,White or of European descent,30,3
2,3,2,7,3,NON-STEM,300,22,100000,12,Male,White or of European descent,50,3
2,2,3,5,4,STEM,3000,1,75000,14,Male,,30,2
1,3,,5,3,STEM,300,4,76500,12,Male,White or of European descent,21,3
2,2,3,6,1,,60,4,65000,12,Male,White or of European descent,30,2
1,3,2,9,4,STEM,300,13,99000,12,Male,,40,3
,,1,6,3,NON-STEM,5,4,50000,12,Male,White or of European descent,30,1
2,2,4,8,4,STEM,300,22,236000,8,Male,East Asian,40,6
1,,1,6,3,STEM,3000,13,77000,14,Male,White or of European descent,30,3
,,,,1,STEM,300,7,85000,,,,,3
2,7,5,9,3,STEM,15,7,130000,14,Male,White or of European descent,30,4
,,1,6,4,STEM,60,10,190000,12,Non-Male,White or of European descent,40,5
,1,1,3,4,STEM,20000,22,150000,12,Male,East Asian,60,4
4,6,9,7,3,STEM,750,30,145000,14,Male,White or of European descent,50,4
4,4,1,9,3,STEM,300,4,68000,8,Male,Hispanic or Latino/Latina,30,2
1,2,3,8,1,,15,1,55000,12,Male,White or of European descent,21,2
1,1,1,4,4,STEM,20000,4,160000,12,Male,Other,30,5
,,,3,1,,7500,13,70000,12,Male,White or of European descent,50,2
1,1,3,5,1,,60,25,103500,8,Male,White or of European descent,50,4
,1,2,2,4,STEM,20000,7,70000,12,Male,White or of European descent,30,2
,,1,,4,STEM,3000,7,81000,12,Male,White or of European descent,30,3
4,3,7,6,3,STEM,20000,1,89000,12,Male,White or of European descent,21,3
,,,3,4,STEM,3000,7,80000,8,Male,White or of European descent,30,3
4,2,3,10,4,STEM,20000,4,165000,8,Male,Hispanic or Latino/Latina,30,5
2,3,6,9,3,STEM,15,19,140000,12,Male,White or of European descent,40,4
3,2,2,11,3,STEM,300,16,147000,8,Male,White or of European descent,40,4
1,,1,3,3,STEM,300,4,80000,8,Male,White or of European descent,30,3
2,1,,6,3,STEM,20000,4,66700,12,Male,Hispanic or Latino/Latina,30,2
1,3,3,9,3,STEM,15,7,130000,8,Male,White or of European descent,30,4
2,3,3,7,1,STEM,60,19,82000,12,Male,White or of European descent,50,3
,,,,3,STEM,15,1,48000,,,,,1
1,5,7,14,3,STEM,60,7,135000,12,Male,White or of European descent,30,4
,,,3,4,NON-STEM,3000,4,165000,12,Male,White or of European descent,50,5
2,4,4,4,3,NON-STEM,60,4,80000,8,Male,White or of European descent,30,3
3,1,4,5,1,NON-STEM,300,4,120000,4,Male,White or of European descent,30,4
3,2,2,6,3,STEM,300,4,77254,8,Male,Black or of African descent,30,3
2,4,6,5,1,STEM,20000,10,130000,12,Male,White or of European descent,30,4
1,1,5,2,3,STEM,20000,4,80000,12,Male,White or of European descent,40,3
2,5,1,7,1,STEM,300,1,34000,14,Male,White or of European descent,21,1
1,1,3,8,3,STEM,7500,1,65000,8,Male,White or of European descent,30,2
3,6,7,11,4,STEM,15,4,60000,8,Male,White or of European descent,30,2
2,2,4,6,4,STEM,20000,4,89000,12,Male,Other,30,3
,2,7,6,4,STEM,15,4,75000,8,Male,Other,30,2
1,1,,1,3,STEM,20000,4,74000,14,Male,White or of European descent,30,2
1,2,1,7,3,STEM,3000,10,72000,12,Male,White or of European descent,40,2
3,2,3,12,1,STEM,300,10,68000,12,Male,White or of European descent,30,2
,,,2,4,STEM,3000,4,56000,8,Male,White or of European descent,40,2
5,6,6,13,3,STEM,300,4,125000,8,Male,White or of European descent,30,4
2,4,3,10,3,STEM,60,1,40000,8,Male,East Asian,30,1
9,3,9,14,3,STEM,20000,1,115000,12,Male,White or of European descent,21,4
1,4,2,6,3,NON-STEM,300,7,40000,12,Male,White or of European descent,30,1
,3,3,10,3,STEM,5,4,56000,8,Non-Male,White or of European descent,21,2
4,11,11,16,3,STEM,750,10,120000,8,Male,White or of European descent,30,4
,5,3,9,3,STEM,15,1,70500,12,Male,,30,2
,1,1,3,4,STEM,60,4,96000,12,Male,White or of European descent,30,3
1,4,4,5,1,STEM,60,10,65000,12,Male,White or of European descent,30,2
2,5,7,8,1,,5,10,120000,8,Male,White or of European descent,30,4
5,8,3,11,3,STEM,3000,4,75000,12,Male,Other,30,2
2,1,1,6,3,NON-STEM,300,10,155000,12,,,,5
1,3,2,8,1,,300,10,71500,12,Male,White or of European descent,40,2
1,2,3,9,3,STEM,750,4,46000,12,Non-Male,White or of European descent,30,1
1,2,4,7,3,NON-STEM,60,1,57000,12,Male,White or of European descent,21,2
4,2,4,11,3,STEM,750,7,55000,14,Male,White or of European descent,30,2
2,1,2,4,3,STEM,5,7,75500,12,Male,White or of European descent,30,3
,3,,5,4,STEM,60,4,110000,14,Male,East Asian,40,4
2,3,3,3,4,STEM,20000,7,95000,14,Male,East Asian,30,3
1,1,,5,4,STEM,300,19,75000,12,Male,White or of European descent,60,2
3,2,3,6,4,STEM,300,13,125000,12,Male,White or of European descent,30,4
,1,1,6,2,STEM,300,19,57000,12,Male,White or of European descent,60,2
2,5,7,10,1,,300,16,120000,12,Male,White or of European descent,40,4
4,2,2,9,3,NON-STEM,300,4,97500,8,Male,Other,30,3
2,3,1,5,3,STEM,5,1,30000,12,Male,White or of European descent,30,1
,,,2,3,STEM,300,1,75000,8,Male,White or of European descent,30,2
,2,5,11,4,STEM,5,10,100000,12,Male,White or of European descent,30,3
1,5,2,9,3,STEM,15,7,82500,12,Male,White or of European descent,40,3
,1,6,8,4,STEM,60,22,105000,14,Male,White or of European descent,50,4
3,1,5,10,4,STEM,300,7,85000,12,Male,White or of European descent,30,3
,2,1,6,4,STEM,300,13,120000,8,Male,White or of European descent,40,4
2,4,5,5,1,NON-STEM,20000,1,120000,12,Male,White or of European descent,30,4
4,2,6,8,3,STEM,5,7,120000,12,Male,White or of European descent,30,4
6,6,10,10,1,STEM,750,13,150000,12,Male,White or of European descent,30,4
2,3,4,8,3,STEM,60,4,105000,12,Male,White or of European descent,30,4
2,4,5,8,3,STEM,750,1,105000,8,Male,White or of European descent,30,4
1,1,2,8,3,STEM,20000,22,55000,12,Male,White or of European descent,50,2
1,1,1,2,3,STEM,20000,7,85000,12,Male,Other,30,3
1,1,,4,4,STEM,3000,1,92000,12,Male,White or of European descent,21,3
4,6,5,7,3,STEM,15,22,150000,12,Male,White or of European descent,40,4
1,2,2,5,1,STEM,15,7,127500,12,Male,White or of European descent,30,4
2,2,2,5,3,STEM,60,7,135000,12,Male,White or of European descent,30,4
1,5,6,7,4,STEM,5,7,120000,8,Male,White or of European descent,30,4
,1,2,6,1,STEM,60,22,126500,8,Male,White or of European descent,50,4
1,6,2,7,4,STEM,300,30,160000,12,Male,East Asian,65,5
,1,,1,4,STEM,60,1,100000,14,Non-Male,White or of European descent,40,3
1,2,3,5,2,NON-STEM,3000,7,70400,12,Non-Male,White or of European descent,30,2
3,2,2,9,3,STEM,15,4,65000,12,Male,White or of European descent,30,2
,,3,3,3,NON-STEM,60,4,140000,12,Non-Male,East Asian,30,4
4,5,6,9,3,NON-STEM,300,30,130000,12,Male,White or of European descent,60,4
2,2,1,9,4,STEM,60,16,165000,12,Male,White or of European descent,30,5
5,2,5,8,4,STEM,7500,7,74000,12,Male,White or of European descent,30,2
2,3,3,4,4,STEM,300,1,51500,12,Male,Other,30,2
5,7,2,15,1,STEM,20000,25,94430,12,Male,White or of European descent,50,3
2,3,5,11,3,NON-STEM,7500,30,165000,12,Male,White or of European descent,50,5
,,3,7,4,STEM,3000,4,78000,12,,,,3
1,2,2,5,3,STEM,7500,13,120000,12,Male,White or of European descent,40,4
1,3,4,7,3,STEM,3000,7,100000,12,Male,White or of European descent,30,3
1,3,2,7,4,NON-STEM,300,22,150000,8,Non-Male,White or of European descent,60,4
1,1,1,4,2,STEM,20000,28,79000,12,Male,Black or of African descent,50,3
1,1,3,9,4,STEM,15,4,60000,8,Non-Male,Hispanic or Latino/Latina,30,2
,,2,3,4,STEM,300,4,194600,12,Male,White or of European descent,30,5
1,2,3,4,3,STEM,60,1,40000,8,Non-Male,White or of European descent,21,1
4,4,4,13,4,STEM,3000,1,80000,14,Male,White or of European descent,21,3
2,1,1,6,3,STEM,20000,4,110000,14,Male,White or of European descent,21,4
,2,3,3,3,NON-STEM,300,19,102000,12,,,40,4
,,,1,3,STEM,300,4,85000,12,Male,White or of European descent,30,3
1,2,5,19,4,STEM,20000,7,152000,12,Male,Other,30,5
,,1,5,3,STEM,300,13,92000,12,Male,White or of European descent,30,3
2,3,3,8,4,STEM,60,4,100000,12,Male,White or of European descent,30,3
2,3,2,6,3,,15,19,180000,12,Male,White or of European descent,40,5
1,6,7,7,4,NON-STEM,3000,19,100000,8,Male,White or of European descent,40,3
,3,1,5,3,STEM,5,10,33000,12,Male,White or of European descent,30,1
1,3,9,14,4,STEM,20000,10,135000,12,Male,White or of European descent,30,4
1,1,3,4,3,NON-STEM,60,1,65000,12,Male,White or of European descent,21,2
1,3,5,5,3,NON-STEM,20000,13,125000,8,Male,White or of European descent,40,4
1,4,5,6,3,STEM,750,10,135000,12,Male,White or of European descent,40,4
1,,3,6,1,STEM,300,7,87500,8,Male,Other,40,3
,,2,3,4,STEM,750,1,100000,12,Male,White or of European descent,30,3
2,4,3,6,2,STEM,20000,16,175000,8,Male,White or of European descent,40,5
,1,1,3,3,STEM,750,13,145000,12,Male,White or of European descent,40,4
1,3,6,5,3,STEM,300,1,76000,12,Male,White or of European descent,30,3
,3,8,4,3,STEM,15,13,150000,12,Male,White or of European descent,30,4
1,2,5,17,4,NON-STEM,60,16,88000,8,Male,White or of European descent,40,3
5,5,6,8,4,STEM,3000,4,65000,12,Male,Other,30,2
,,4,3,3,STEM,750,25,154000,12,Male,White or of European descent,50,5
3,5,6,14,1,STEM,300,16,105000,8,Male,White or of European descent,40,4
1,2,3,6,3,NON-STEM,60,4,85000,12,Male,White or of European descent,30,3
2,3,5,9,3,STEM,60,10,130000,12,Male,White or of European descent,30,4
,7,7,7,3,STEM,15,1,66000,12,Non-Male,White or of European descent,21,2
3,2,2,10,3,STEM,3000,1,74000,12,Male,Hispanic or Latino/Latina,21,2
1,2,5,5,4,NON-STEM,20000,7,175000,12,,White or of European descent,30,5
3,1,10,8,3,STEM,3000,7,175000,12,Male,White or of European descent,30,5
,4,4,2,1,STEM,300,19,185000,12,Male,White or of European descent,50,5
3,4,7,5,1,,300,7,75000,12,Non-Male,Other,40,2
2,1,1,7,3,STEM,5,4,85000,8,Male,White or of European descent,40,3
,1,1,3,3,STEM,20000,30,125000,8,Male,White or of European descent,60,4
2,2,3,11,3,STEM,15,13,40000,4,Male,White or of European descent,30,1
3,1,1,6,3,STEM,20000,28,210000,14,Male,White or of European descent,50,6
,,2,3,4,STEM,750,25,74000,12,Male,White or of European descent,60,2
,,3,2,3,STEM,300,1,80000,14,Male,East Asian,21,3
4,3,2,11,4,STEM,3000,16,180000,12,Male,White or of European descent,40,5
4,1,3,8,3,STEM,20000,4,102000,8,Male,White or of European descent,30,4
1,2,4,8,4,STEM,20000,30,125000,12,Male,White or of European descent,60,4
1,2,1,7,3,STEM,60,4,78000,14,Male,White or of European descent,30,3
,1,2,4,3,STEM,15,7,125000,12,Male,White or of European descent,30,4
1,2,1,6,3,STEM,300,13,112000,12,Male,Hispanic or Latino/Latina,40,4
,1,3,4,1,STEM,15,7,105000,14,Male,White or of European descent,40,4
4,10,2,11,4,STEM,750,13,159000,12,Male,White or of European descent,40,5
2,3,2,5,3,STEM,20000,13,175000,12,Male,White or of European descent,40,5
,2,3,9,1,STEM,60,19,119000,12,Male,White or of European descent,40,4
3,1,2,3,3,STEM,60,7,138000,12,Male,White or of European descent,30,4
1,4,4,5,4,NON-STEM,3000,22,115000,12,Male,White or of European descent,50,4
,3,2,11,3,STEM,15,4,100000,12,Male,East Asian,30,3
2,2,1,6,1,STEM,15,7,75000,12,Male,White or of European descent,30,2
2,2,5,12,3,STEM,300,4,88000,14,Male,Hispanic or Latino/Latina,21,3
3,5,3,16,3,STEM,15,22,150000,14,Male,White or of European descent,40,4
,,,1,4,STEM,750,16,105000,12,Male,White or of European descent,40,4
,1,3,4,3,NON-STEM,3000,1,45000,8,Male,White or of European descent,30,1
3,9,2,16,3,STEM,15,4,70000,8,Male,Other,21,2
,,1,4,4,STEM,300,4,85000,8,Non-Male,White or of European descent,30,3
,,,4,3,STEM,300,25,100000,12,Male,White or of European descent,50,3
2,2,3,10,3,NON-STEM,20000,7,108000,12,Male,White or of European descent,30,4
,,1,4,4,STEM,3000,7,78500,8,Male,White or of European descent,30,3
1,1,2,2,2,STEM,300,4,49000,12,Male,White or of European descent,40,1
2,1,3,4,3,STEM,20000,7,75000,12,Male,White or of European descent,30,2
2,6,2,9,3,NON-STEM,60,16,87500,8,Male,White or of European descent,40,3
3,1,2,10,3,STEM,20000,19,170000,12,Male,White or of European descent,40,5
1,4,6,9,3,STEM,60,19,136248,14,Male,White or of European descent,30,4
,,3,5,3,STEM,60,19,135000,14,Male,White or of European descent,40,4
1,4,4,11,3,STEM,20000,1,103000,8,Male,White or of European descent,21,4
4,4,12,11,3,STEM,3000,4,120000,8,Male,White or of European descent,30,4
2,3,4,6,3,STEM,5,7,90000,12,Male,White or of European descent,30,3
4,2,6,8,2,STEM,5,4,60000,,Male,White or of European descent,21,2
,,1,2,3,STEM,300,16,137500,14,Male,White or of European descent,40,4
2,4,1,9,2,STEM,20000,1,60000,8,Male,White or of European descent,30,2
3,6,4,6,4,STEM,60,10,200000,12,Non-Male,White or of European descent,30,5
2,2,4,6,3,STEM,5,7,125000,12,Male,White or of European descent,40,4
2,2,4,13,4,STEM,300,1,130000,12,Male,White or of European descent,21,4
1,2,4,7,3,STEM,20000,1,65000,8,Male,White or of European descent,21,2
3,3,2,6,3,STEM,3000,7,105000,12,Male,White or of European descent,30,4
2,1,4,11,4,STEM,20000,13,100000,8,Male,White or of European descent,30,3
,2,1,7,3,STEM,5,13,67500,12,Male,White or of European descent,50,2
,,3,5,3,STEM,300,4,48000,8,Male,Hispanic or Latino/Latina,30,1
,1,1,5,3,STEM,20000,7,74623,12,Male,White or of European descent,40,2
,,1,1,3,NON-STEM,300,25,81000,12,Male,White or of European descent,65,3
2,2,1,5,4,STEM,3000,10,100097,8,Male,Other,40,4
1,1,1,6,3,,20000,4,63000,12,Male,East Asian,30,2
,1,4,6,4,STEM,300,4,80000,8,Male,Other,30,3
,1,,3,4,STEM,3000,19,65000,14,Male,Hispanic or Latino/Latina,40,2
,2,2,5,4,NON-STEM,5,19,120000,12,Male,White or of European descent,40,4
3,3,6,10,1,STEM,300,7,56000,14,Male,White or of European descent,40,2
,2,,6,4,STEM,20000,7,140000,8,Male,White or of European descent,30,4
5,2,5,8,1,STEM,300,7,95000,,,,,3
6,7,10,13,3,STEM,300,4,106000,12,Male,East Asian,30,4
,,,,4,STEM,7500,7,150000,,,,,4
,,1,5,1,NON-STEM,750,10,97000,12,Male,White or of European descent,30,3
2,2,2,6,3,NON-STEM,5,1,50000,12,Male,,30,1
,2,4,6,3,STEM,20000,16,165000,12,Male,White or of European descent,40,5
1,,1,6,4,STEM,7500,7,87000,12,Male,,40,3
,4,2,4,4,NON-STEM,20000,4,130000,,,,,4
1,3,2,6,1,STEM,5,4,41000,8,Male,White or of European descent,30,1
3,5,4,8,4,STEM,20000,1,68000,8,Male,White or of European descent,21,2
1,5,4,7,3,NON-STEM,3000,4,112000,12,Non-Male,White or of European descent,30,4
1,,1,5,3,STEM,15,10,65000,14,Male,White or of European descent,30,2
3,,1,7,3,STEM,3000,10,78000,12,Non-Male,Black or of African descent,30,3
3,3,6,8,3,STEM,3000,7,43200,12,Male,White or of European descent,30,1
,,4,7,4,STEM,20000,4,100000,12,Male,White or of European descent,50,3
2,4,4,2,4,STEM,15,10,105000,8,Male,Other,50,4
1,2,8,5,1,STEM,300,7,123000,12,Male,White or of European descent,30,4
3,1,3,10,1,NON-STEM,300,16,115000,12,Male,White or of European descent,40,4
,3,5,3,3,NON-STEM,300,4,120000,12,Non-Male,Other,30,4
2,3,1,4,3,NON-STEM,15,1,65000,12,Male,White or of European descent,30,2
2,,4,9,3,STEM,3000,7,105000,,,,,4
1,3,1,4,4,STEM,300,10,82500,12,Male,White or of European descent,40,3
2,2,5,8,3,STEM,20000,22,150000,12,Male,White or of European descent,40,4
,2,1,2,3,STEM,60,13,156000,8,Non-Male,East Asian,30,5
,1,1,8,3,STEM,3000,22,93000,8,Male,White or of European descent,50,3
1,1,,5,3,STEM,20000,1,60000,12,Non-Male,White or of European descent,21,2
2,4,9,11,2,STEM,300,16,95000,14,Male,White or of European descent,40,3
2,2,2,6,2,NON-STEM,300,10,62500,12,Male,Black or of African descent,40,2
2,5,4,7,1,STEM,3000,4,98000,12,Male,White or of European descent,40,3
4,2,7,13,3,STEM,60,10,93000,8,Male,White or of European descent,30,3
,1,6,6,3,STEM,300,13,93000,12,Male,White or of European descent,30,3
4,6,6,10,3,NON-STEM,20000,16,184000,12,Male,White or of European descent,30,5
,1,3,6,3,NON-STEM,15,7,63000,12,Male,White or of European descent,30,2
1,4,2,10,4,STEM,3000,10,125000,12,Male,White or of European descent,30,4
2,3,6,4,4,STEM,7500,7,90000,8,Male,White or of European descent,30,3
1,,,5,4,STEM,15,7,115000,12,Male,White or of European descent,30,4
2,,2,6,3,STEM,750,4,75000,12,Male,Black or of African descent,30,2
2,3,6,7,3,STEM,7500,4,130000,12,Male,,30,4
2,3,6,8,3,NON-STEM,15,13,110000,8,Male,White or of European descent,50,4
4,,3,4,3,STEM,3000,7,84000,12,Male,White or of European descent,40,3
6,3,1,7,4,NON-STEM,7500,7,110000,8,Male,White or of European descent,30,4
3,1,1,3,1,STEM,750,19,96000,12,Male,White or of European descent,60,3
2,5,4,8,2,NON-STEM,15,1,65000,12,Male,White or of European descent,30,2
2,2,1,6,3,STEM,3000,1,60000,8,Male,White or of European descent,21,2
,,1,3,3,NON-STEM,300,4,71400,8,Male,White or of European descent,30,2
,,3,1,3,,7500,4,60000,12,Non-Male,White or of European descent,30,2
,,3,6,4,STEM,7500,4,85000,12,Non-Male,White or of European descent,30,3
,3,,3,3,NON-STEM,7500,1,65000,12,Male,Other,21,2
1,2,5,10,4,STEM,7500,4,46800,12,Male,White or of European descent,30,1
,,2,5,1,STEM,7500,10,120000,,,,,4
,3,1,5,4,STEM,60,4,85000,8,Male,White or of European descent,40,3
1,3,1,7,2,STEM,20000,10,50000,14,Male,White or of European descent,40,1
