NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
1,3,2,9,3,NON-STEM,20000,13,45000,C;JavaScript;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,Drupal;Linux;Windows Desktop or Server,Django,8,Male,White or of European descent,40,1
1,3,5,11,1,,5,19,155000,CoffeeScript;Go;Java;JavaScript;PHP;Ruby;SQL;Swift;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Elasticsearch,iOS;Linux;Mac OS,Node.js,14,Male,White or of European descent,40,5
1,,2,5,4,STEM,20000,1,127000,C#;F#;Python;R;SQL,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",,.NET Core,8,Male,White or of European descent,30,4
1,,2,7,4,STEM,300,1,85000,C++;C#;F#;Matlab;Python;R;SQL,SQL Server;MySQL,,.NET Core,12,Male,White or of European descent,40,3
,1,2,2,3,NON-STEM,300,4,115000,Python;SQL,PostgreSQL;Amazon Redshift,Heroku,,8,Male,White or of European descent,30,4
1,4,1,7,4,STEM,60,13,95000,Java;JavaScript;Perl;Python;Visual Basic 6;HTML;CSS,MySQL,Amazon Echo;AWS;Heroku;Raspberry Pi,Node.js,14,Non-Male,White or of European descent,40,3
1,1,,4,4,STEM,15,16,150000,Assembly;C;C++;Python,,Linux,TensorFlow,14,Male,White or of European descent,40,4
2,5,8,9,3,STEM,60,19,145000,C++;Go;Java;JavaScript;Python;Ruby;SQL;HTML;Bash/Shell,MySQL;PostgreSQL;Amazon DynamoDB;Apache HBase;Memcached;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,AWS;Azure;Linux;Mac OS;Serverless,Hadoop;Spark,12,Male,Other,40,4
2,2,3,6,1,STEM,3000,13,190000,JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL,Linux;Serverless,Node.js;React,14,Male,White or of European descent,40,5
1,5,4,6,1,,60,7,65000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;MariaDB,Android;Google Cloud Platform/App Engine;iOS;Salesforce;WordPress,Node.js,8,Male,White or of European descent,21,2
1,3,2,5,1,STEM,300,25,133000,Go;JavaScript;Python;SQL;Bash/Shell,Amazon DynamoDB;Amazon Redshift,AWS;Salesforce;Serverless,Node.js,8,Male,White or of European descent,50,4
3,2,4,7,3,STEM,750,1,80000,JavaScript;Lua;PHP;Ruby;SQL;HTML;CSS,Redis;MySQL;PostgreSQL;Neo4j,AWS;Linux,Angular;Node.js;React,8,,,30,3
,2,1,1,3,STEM,5,30,130000,Ruby,MongoDB,AWS;Linux,,12,Male,White or of European descent,60,4
3,2,3,6,4,STEM,20000,10,120000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server;SQLite;Oracle,Linux;Windows Desktop or Server,.NET Core;Hadoop;Xamarin,14,Male,White or of European descent,30,4
2,3,4,9,3,STEM,15,4,65000,Go;JavaScript;Python;Rust;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL;Amazon DynamoDB;Elasticsearch,Android;AWS;Serverless,Node.js;React,12,Male,White or of European descent,21,2
,1,1,6,4,STEM,20000,22,80000,C#;JavaScript;R;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,,8,Male,White or of European descent,50,3
1,4,3,11,1,NON-STEM,300,13,126000,C;C++;C#;Groovy;Objective-C;Perl;R;SQL;Swift;HTML;Bash/Shell,"Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;iOS;Linux;Mac OS,.NET Core,8,Male,White or of European descent,40,4
,1,1,5,3,NON-STEM,15,7,75000,JavaScript;R;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,,12,Male,White or of European descent,40,2
1,2,3,6,2,STEM,60,4,72500,CoffeeScript;JavaScript;Ruby;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL;Amazon RDS/Aurora,AWS;Linux,Node.js,12,Male,White or of European descent,30,2
4,2,8,5,4,STEM,20000,22,165000,C++;Java;Matlab;Python;R,SQL Server;MySQL;PostgreSQL;Apache HBase;Apache Hive;Google BigQuery;Google Cloud Storage;Elasticsearch,Amazon Echo;Linux,Hadoop;Spark;TensorFlow;Torch/PyTorch,14,Male,Other,40,5
2,,2,5,3,STEM,60,10,100000,JavaScript;PHP;SQL;HTML;CSS,Redis;MySQL,,Angular;Node.js,12,Male,White or of European descent,30,3
3,3,2,7,4,NON-STEM,60,4,100000,JavaScript;Julia;Python;R;HTML;CSS;Bash/Shell,MongoDB;Elasticsearch,AWS;Mac OS;Raspberry Pi,Angular;Node.js;React,12,Male,White or of European descent,40,3
2,5,5,11,3,STEM,60,10,185000,C;C++;C#;Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;Memcached;Google BigQuery;Google Cloud Storage;Elasticsearch,Android;Arduino;Google Cloud Platform/App Engine;Raspberry Pi;Firebase,Node.js;TensorFlow,12,Male,White or of European descent,30,5
2,2,4,6,1,NON-STEM,15,1,68000,JavaScript;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;PostgreSQL;SQLite,Heroku;Linux,Node.js;React,4,Male,Other,30,2
1,1,1,8,3,STEM,300,7,59800,Java;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL,Linux,Node.js,12,Male,,30,2
3,,1,9,1,STEM,3000,13,66000,C#;Groovy;JavaScript;Python;SQL;TypeScript;VB.NET;HTML;CSS,SQL Server,,Angular;.NET Core;Node.js,12,Male,White or of European descent,40,2
2,4,2,5,3,STEM,60,28,94000,JavaScript;Python;SQL;HTML;CSS,MongoDB;PostgreSQL,AWS;Drupal;Linux;Mac OS,Django;Node.js,12,Male,White or of European descent,60,3
3,2,7,6,3,STEM,5,10,99000,JavaScript;PHP;Python;TypeScript;HTML;CSS,MongoDB;Redis;Amazon DynamoDB;Memcached;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,AWS;Linux,Node.js;React;TensorFlow,8,Male,White or of European descent,30,3
,6,5,9,4,STEM,15,22,195000,C;C#;Java;PHP;Python;R;SQL;Swift;Bash/Shell,MySQL;PostgreSQL;SQLite;Memcached;Amazon RDS/Aurora,Android;Arduino;AWS;ESP8266;iOS;Linux,,12,Male,White or of European descent,50,5
1,1,1,7,3,STEM,300,16,88000,C#;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core,8,Male,White or of European descent,40,3
,8,1,8,4,STEM,300,7,180000,C#;Go;Java;JavaScript;Lua;PHP;Python;Bash/Shell,Redis,AWS;Azure;Google Cloud Platform/App Engine;Heroku;IBM Cloud or Watson;Linux;Salesforce;Windows Desktop or Server,,12,Male,Other,40,5
3,2,1,6,3,STEM,3000,7,100000,C#;Java;JavaScript;SQL;HTML;CSS,SQL Server,Azure;Windows Desktop or Server,Angular;.NET Core;Node.js,8,Male,White or of European descent,30,3
,,2,4,4,NON-STEM,750,10,100000,Python;R;SQL;Bash/Shell,MySQL;Amazon Redshift,,,12,Male,White or of European descent,40,3
6,4,11,12,3,STEM,3000,1,104000,Assembly;C#;Go;Java;JavaScript;Python;SQL;VBA;VB.NET;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Amazon DynamoDB;Apache Hive;Amazon Redshift;Elasticsearch,AWS;Linux;Mac OS;Raspberry Pi,Angular;Django;Hadoop;Node.js;Spark;TensorFlow,12,Male,Hispanic or Latino/Latina,30,4
1,2,1,6,1,,300,19,102500,Java;JavaScript;Python;HTML;CSS;Bash/Shell,MongoDB,Linux;Windows Desktop or Server,Spring,12,Male,White or of European descent,40,4
5,2,7,11,4,STEM,20000,4,126000,C;C++;C#;Java;JavaScript;PHP;Python;Scala;SQL;HTML;CSS,MongoDB;SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Elasticsearch,Android;AWS,.NET Core;Hadoop;Node.js;Spark;Spring,8,Non-Male,Other,30,4
,1,8,5,3,STEM,20000,10,114000,Java;Python;Scala;SQL;Bash/Shell,Redis;MySQL;PostgreSQL;Amazon DynamoDB;Memcached;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,AWS,,12,Male,White or of European descent,30,4
,3,2,7,1,STEM,15,1,47000,Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,AWS;Mac OS;Windows Desktop or Server,,12,Male,White or of European descent,30,1
1,5,6,8,3,STEM,60,10,140000,Go;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;MariaDB;Amazon RDS/Aurora;Elasticsearch,AWS;ESP8266;Linux;Mac OS;Serverless,Node.js,12,Male,White or of European descent,30,4
3,,3,,4,STEM,7500,7,150000,,Cassandra;MySQL;Apache Hive,,Hadoop;Spark;Spring,14,Male,Hispanic or Latino/Latina,30,4
,1,1,7,2,STEM,3000,19,73000,C#;JavaScript;SQL;VB.NET;Visual Basic 6;HTML;CSS,SQL Server,Windows Desktop or Server,,12,Non-Male,White or of European descent,60,2
2,,5,7,3,STEM,7500,16,130000,Go;Java;PHP;Python;Scala;SQL;Bash/Shell,MongoDB;MySQL;PostgreSQL;Apache HBase;Memcached,,Django;Hadoop,12,Male,White or of European descent,40,4
2,5,6,8,3,STEM,20000,16,85000,C++;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL;SQLite;MariaDB;Memcached,Drupal;Google Cloud Platform/App Engine;Linux;Mac OS;Raspberry Pi,Angular;Django,12,Male,White or of European descent,40,3
,,3,4,4,NON-STEM,20000,7,106000,Python;R;SQL;Bash/Shell,MySQL;Oracle;Apache Hive,,,12,Male,White or of European descent,40,4
,3,1,6,2,STEM,60,7,35000,JavaScript;PHP;SQL;Swift;HTML;CSS,MySQL,Android;Drupal;iOS,,12,Male,Black or of African descent,30,1
,3,2,9,3,STEM,20000,16,149000,C++;C#;JavaScript;Lua;Objective-C;Python;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;iOS;Windows Desktop or Server,,12,Male,White or of European descent,40,4
,,1,2,3,STEM,20000,4,52000,R;SQL,IBM Db2,,,8,Male,White or of European descent,30,2
,3,5,7,3,STEM,300,1,87000,C#;JavaScript;Python;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;MariaDB;Amazon DynamoDB;Amazon RDS/Aurora,AWS;Serverless;Windows Desktop or Server,,12,Male,White or of European descent,21,3
1,,3,3,4,STEM,300,4,191000,Python;R;SQL,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Neo4j",,TensorFlow,8,Male,White or of European descent,30,5
2,1,5,7,3,STEM,20000,4,64000,Groovy;Java;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;SQLite;Oracle;MariaDB,AWS,Angular;.NET Core,12,Male,White or of European descent,21,2
3,3,6,18,1,,60,7,115000,Assembly;C;C++;C#;CoffeeScript;Go;Java;JavaScript;Perl;Python;Ruby;Rust;Scala;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite;MariaDB;Amazon DynamoDB;Amazon Redshift,AWS;Linux;Raspberry Pi,.NET Core;Node.js;React,14,Male,White or of European descent,21,4
1,,2,6,3,STEM,7500,1,65000,JavaScript;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL,,Django,8,Male,White or of European descent,21,2
,,,2,4,STEM,3000,1,55000,Python;R,,,,8,Male,White or of European descent,30,2
,1,1,4,3,STEM,20000,25,115000,Groovy;Python;SQL;Bash/Shell,Oracle,Linux,,12,Male,,50,4
4,4,4,6,3,STEM,300,7,123000,C;C#;SQL;HTML;CSS;Bash/Shell,"SQL Server;IBM Db2;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Arduino;AWS;Azure;Raspberry Pi,.NET Core;Cordova;Xamarin;Spring,12,Male,White or of European descent,30,4
,,1,7,2,STEM,60,1,45000,C#;JavaScript;Python;Ruby;SQL;HTML;CSS,SQL Server,,,12,Male,White or of European descent,30,1
1,4,5,5,3,STEM,60,4,165000,Go;JavaScript;Python;HTML;Bash/Shell,Redis;PostgreSQL;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora,AWS;Linux;Mac OS;Serverless,Spark,8,Male,Other,30,5
,1,3,8,3,STEM,20000,4,64500,PHP;Python;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS,Redis;SQL Server;PostgreSQL,Raspberry Pi,,8,Male,White or of European descent,30,2
6,5,2,8,3,STEM,3000,4,75000,C;C#;F#;JavaScript;Python;TypeScript;HTML;CSS,MongoDB;MySQL,Arduino;AWS;Azure;Linux;Serverless,Angular;.NET Core;Node.js;React;Spark;Spring,8,Male,White or of European descent,21,2
2,4,5,6,4,STEM,20000,10,120000,Java;Python;R;SQL;HTML;Bash/Shell,SQL Server;PostgreSQL;SQLite;Oracle;Apache Hive,Android;Arduino;Linux;Windows Desktop or Server,Hadoop;Spark,8,Male,White or of European descent,40,4
2,2,10,8,3,NON-STEM,5,16,150000,JavaScript;PHP;Python;R;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;MariaDB;Memcached;Amazon Redshift;Amazon RDS/Aurora;Google BigQuery;Google Cloud Storage;Elasticsearch,AWS;Google Cloud Platform/App Engine,Angular;Node.js,12,Male,White or of European descent,40,4
2,1,3,7,4,NON-STEM,750,1,105000,JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Apache Hive,Raspberry Pi,Hadoop;Spark,12,Male,White or of European descent,30,4
2,2,5,9,3,STEM,3000,4,60000,C;Java;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Neo4j,Android;Heroku,Angular;Node.js,8,Male,,21,2
2,3,3,4,1,STEM,15,7,100000,Erlang;Go;JavaScript;CSS,Redis;PostgreSQL;Amazon RDS/Aurora,Android;AWS;Linux,Node.js;React,14,Male,White or of European descent,21,3
3,1,2,15,3,STEM,20000,4,71000,C++;C#;Java;JavaScript;Objective-C;PHP;Ruby;Scala;SQL;VBA;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,Cassandra;MySQL,WordPress,Spark;Cordova;Spring,12,Male,Black or of African descent,21,2
,1,2,1,2,STEM,300,7,91000,C#,SQL Server;IBM Db2,Azure,,14,Male,White or of European descent,30,3
3,3,6,11,1,STEM,5,7,119050,C#;Go;Java;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite;MariaDB;Memcached,Android;Google Home;Linux,Angular;.NET Core;Node.js,12,Male,White or of European descent,21,4
,,2,5,3,STEM,300,7,87000,JavaScript;PHP;SQL;HTML;CSS,MySQL;MariaDB,,,12,Male,White or of European descent,30,3
,1,1,4,4,STEM,15,30,90000,C#;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,,14,Male,,60,3
2,9,7,14,2,STEM,300,4,90000,Assembly;C;C++;C#;F#;Java;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,"MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Android;Arduino;AWS;Azure;Heroku;Linux;Raspberry Pi;Windows Desktop or Server;WordPress,Angular;Node.js,8,Male,White or of European descent,30,3
4,3,3,6,3,STEM,300,13,130000,C#;JavaScript;Python;SQL;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Salesforce;Serverless,Angular;.NET Core;Django;Node.js,12,Male,White or of European descent,30,4
1,1,4,10,3,STEM,7500,10,44244,C#;JavaScript;PHP;Python;SQL;VBA;VB.NET;HTML;CSS;Bash/Shell,SQL Server;MySQL;Oracle;IBM Db2,Windows Desktop or Server,.NET Core,12,Male,White or of European descent,50,1
3,4,2,6,4,STEM,7500,1,60000,JavaScript;Python;R;HTML;CSS;Bash/Shell,Redis;PostgreSQL,AWS;Heroku;Linux;Mac OS,Django;TensorFlow;Torch/PyTorch,12,Male,White or of European descent,30,2
2,3,1,6,1,STEM,300,4,100000,C++;C#;Java;JavaScript;HTML;CSS,Cassandra,AWS;Linux;Windows Desktop or Server,Angular;.NET Core,12,Non-Male,White or of European descent,30,3
1,2,5,11,3,STEM,3000,13,149000,C;CoffeeScript;Go;Haskell;JavaScript;Python;R;Ruby;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL;Google BigQuery;Google Cloud Storage;Elasticsearch,Google Cloud Platform/App Engine;Linux,TensorFlow,14,Non-Male,White or of European descent,30,4
1,2,3,7,3,STEM,750,4,90000,C++;Java;JavaScript;Python;HTML;CSS;Bash/Shell,MongoDB;MySQL;PostgreSQL,AWS;Linux,TensorFlow,12,Male,White or of European descent,30,3
,2,,6,4,STEM,750,4,110000,C;C++;C#;Matlab;Ruby;Bash/Shell,,Linux;Windows Desktop or Server,,12,Male,White or of European descent,30,4
2,2,2,8,1,STEM,20000,16,140000,C#;Java;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;MySQL,Azure;Linux,Angular;.NET Core,8,Male,White or of European descent,40,4
1,1,3,9,3,NON-STEM,60,1,80000,Java;JavaScript;PHP;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite,WordPress,Django,8,Male,White or of European descent,30,3
1,4,2,11,1,NON-STEM,300,10,100000,C;CoffeeScript;Go;Java;JavaScript;Matlab;Python;Scala;HTML;CSS;Bash/Shell,PostgreSQL;Neo4j,Arduino;AWS;Linux;Firebase,React,8,Male,White or of European descent,30,3
1,4,4,9,4,STEM,60,1,93000,C++;C#;Go;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;PostgreSQL,Google Cloud Platform/App Engine;Heroku;Linux;Raspberry Pi,React,12,Non-Male,White or of European descent,40,3
1,2,1,11,3,NON-STEM,60,4,80000,Assembly;C;C#;Haskell;JavaScript;Lua;Ruby;SQL;HTML;CSS;Bash/Shell,SQL Server,Linux;Windows Desktop or Server,.NET Core,12,,White or of European descent,30,3
,,1,2,4,NON-STEM,300,7,105000,Python;R,SQL Server,,,8,Male,White or of European descent,40,4
1,1,2,8,4,NON-STEM,3000,7,53000,JavaScript;PHP;Python;R;SQL;HTML;CSS;Bash/Shell,MySQL;Google Cloud Storage,Drupal,Node.js,8,Non-Male,White or of European descent,30,2
2,1,1,8,1,,3000,22,104000,C#;JavaScript;Ruby;SQL;VB.NET;HTML;CSS;Bash/Shell,SQL Server,Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,40,4
3,3,3,11,3,STEM,20000,16,118000,C#;F#;Java;JavaScript;PHP;SQL;VBA;Visual Basic 6;HTML;CSS;Bash/Shell,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server;WordPress,Angular;.NET Core;Node.js,8,Male,White or of European descent,40,4
,4,6,6,3,STEM,300,1,55000,C#;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;Oracle;IBM Db2;Amazon RDS/Aurora,AWS;Linux;Serverless;Windows Desktop or Server,,12,Male,White or of European descent,30,2
3,5,7,12,2,STEM,300,13,85000,C#;Erlang;Java;JavaScript;Perl;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,"Cassandra;MongoDB;SQL Server;MySQL;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",Azure;iOS;Linux;Mac OS;Raspberry Pi,Angular;Node.js;React,12,Male,White or of European descent,40,3
1,1,1,5,4,STEM,300,30,85000,JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core,12,Male,White or of European descent,60,3
4,3,7,10,3,STEM,300,1,105000,C#;Groovy;Java;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,"MongoDB;MySQL;PostgreSQL;Oracle;Apache HBase;Apache Hive;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Arduino;Heroku;IBM Cloud or Watson,Node.js;React;Spark;Spring,8,Male,White or of European descent,30,4
2,2,2,11,1,STEM,300,10,80000,C++;C#;JavaScript;Python;R;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;Neo4j,Linux;Windows Desktop or Server,.NET Core;Node.js,14,Male,White or of European descent,30,3
1,1,1,8,3,STEM,3000,13,105000,C;C#;F#;JavaScript;Lua;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,Angular,12,Male,White or of European descent,40,4
,,1,6,2,NON-STEM,3000,19,90000,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,,,8,Male,White or of European descent,40,3
1,2,,6,1,STEM,300,7,35000,C#;JavaScript;Python;Swift;HTML;CSS,,Mac OS;Raspberry Pi,Django,8,Male,Hispanic or Latino/Latina,40,1
2,3,4,9,1,,15,7,110000,CoffeeScript;JavaScript;Lua;Objective-C;PHP;Python;HTML;CSS;Bash/Shell,Redis;MySQL;MariaDB;Amazon RDS/Aurora,AWS;Linux;Mac OS,Node.js;React,14,Male,Other,30,4
,2,1,5,3,STEM,15,1,58000,Java;PHP;Python;HTML;CSS,MySQL,Linux;Windows Desktop or Server,,12,Male,White or of European descent,21,2
,,,2,4,NON-STEM,60,7,90000,R;Bash/Shell,,,,8,Male,White or of European descent,40,3
,1,1,1,4,STEM,20000,4,113000,Python,MySQL,Mac OS,,12,Male,White or of European descent,30,4
,2,,8,4,STEM,300,4,102000,Assembly;C;C#;Java;JavaScript;Lua;Python;SQL,,Android;Windows Desktop or Server,,12,Male,White or of European descent,30,4
1,2,4,9,4,NON-STEM,5,4,72000,C#;JavaScript;Python;R;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL,Amazon Echo;Arduino,Angular,8,Male,White or of European descent,30,2
3,4,3,6,4,NON-STEM,3000,16,100000,JavaScript;PHP;TypeScript;HTML;CSS;Bash/Shell,MongoDB;MySQL;MariaDB,Android;IBM Cloud or Watson;iOS;WordPress,Angular;Node.js;Cordova,8,Male,White or of European descent,40,3
1,2,5,2,4,STEM,60,4,75000,PHP;Python,MongoDB;Redis;MySQL;Amazon Redshift;Elasticsearch,AWS;Mac OS,Spark,12,Male,East Asian,30,2
3,4,4,6,1,,60,13,65000,JavaScript;PHP;SQL;TypeScript;HTML;CSS,Redis;MySQL;MariaDB;Memcached,Android;AWS;Linux;Mac OS,Angular;Node.js;Cordova,12,Male,White or of European descent,40,2
2,2,6,10,3,STEM,300,10,75000,Groovy;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS,MongoDB;MySQL;MariaDB;IBM Db2;Amazon DynamoDB;Amazon RDS/Aurora,AWS;Serverless,Angular;Node.js,8,Male,White or of European descent,40,2
1,1,4,12,1,,5,16,25000,C;C++;C#;JavaScript;Objective-C;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;MariaDB;Memcached,Linux,Django,12,Male,White or of European descent,40,1
1,2,2,3,4,STEM,300,13,105000,Python;HTML;CSS,SQL Server;MySQL,Linux;Mac OS,Django,12,Male,White or of European descent,40,4
2,4,4,7,1,STEM,5,7,115000,JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;Amazon RDS/Aurora,AWS;Linux;Serverless;WordPress,Angular;Node.js,8,Male,White or of European descent,30,4
1,2,1,12,3,STEM,20000,4,100000,C++;Haskell;Java;JavaScript;Matlab;Python;R;Rust;SQL;HTML;CSS;Bash/Shell,Google BigQuery,Linux;Raspberry Pi,TensorFlow,12,Male,Black or of African descent,21,3
1,7,5,11,4,NON-STEM,20000,10,96000,C;C#;Java;JavaScript;Perl;Python;R;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;Oracle,AWS;Azure;Google Cloud Platform/App Engine;Linux;Salesforce;SharePoint;Windows Desktop or Server,TensorFlow,8,Male,White or of European descent,30,3
1,4,4,10,3,STEM,300,7,140000,C;C++;Go;Java;JavaScript;Python;Swift;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL;MariaDB;Elasticsearch,Arduino;AWS;iOS;Linux,Django,12,Male,White or of European descent,30,4
4,5,5,14,3,,20000,7,92000,C;C++;C#;Java;JavaScript;Perl;PHP;Python;SQL;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite;MariaDB;Neo4j,Android;Gaming console;Linux;Raspberry Pi;Windows Desktop or Server,Angular;.NET Core;Node.js;React,14,Male,,30,3
,1,,3,1,,750,4,48100,SQL;VBA;Visual Basic 6,,Windows Desktop or Server,,14,Male,Other,21,1
4,9,7,9,4,STEM,300,13,165000,C#;JavaScript;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,Cassandra;Redis;SQL Server;PostgreSQL;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,Android;AWS;Azure;Google Cloud Platform/App Engine;Heroku;iOS;Mac OS;Windows Desktop or Server;Firebase,Angular;.NET Core;Node.js;React,12,Male,White or of European descent,30,5
3,,4,6,3,STEM,750,13,63000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Oracle;Elasticsearch,,.NET Core;Node.js;React,12,Male,Hispanic or Latino/Latina,40,2
,,1,5,2,STEM,60,7,53000,JavaScript;PHP;Python;HTML;CSS,MySQL,,,12,Male,White or of European descent,30,2
4,3,2,9,3,NON-STEM,3000,1,63000,C++;C#;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;MySQL,Heroku;Linux;Raspberry Pi,Angular;.NET Core;Node.js;React,12,Non-Male,East Asian,21,2
1,1,2,6,3,STEM,3000,7,98000,C#;JavaScript;SQL;TypeScript;HTML;CSS,SQL Server;IBM Db2,Salesforce,Angular,8,Male,White or of European descent,30,3
4,5,2,7,3,STEM,5,4,65000,Go;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,"PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Google Cloud Platform/App Engine;Heroku;Raspberry Pi;Salesforce,Django;Node.js;React;TensorFlow,12,Male,White or of European descent,30,2
1,1,1,5,1,STEM,20000,1,56000,C#;JavaScript;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,.NET Core,8,Male,White or of European descent,30,2
2,8,4,16,3,STEM,15,4,105000,Assembly;C;C++;C#;Clojure;F#;Go;Haskell;JavaScript;Python;Rust;Swift;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;Amazon RDS/Aurora,AWS;Azure;iOS;Linux;Mac OS;Raspberry Pi;Serverless;Windows Desktop or Server,Angular;Node.js,,,,,4
2,4,3,9,3,STEM,20000,7,100000,C#;Java;JavaScript;Python;R;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;Elasticsearch,AWS;Linux;Serverless;Windows Desktop or Server,Spark;Spring,,Male,White or of European descent,30,3
,3,3,7,2,STEM,300,13,91700,C#;CoffeeScript;JavaScript;PHP;SQL;HTML;CSS,SQL Server;MySQL;Elasticsearch,Linux;Raspberry Pi;WordPress,,12,Male,White or of European descent,40,3
